taxonID,taxon,originalNameUsage,scientificName,scientificNameAuthorship,GBIFstatus,GBIFstatus_Synonym,GBIFmatchtype,GBIFtaxonRank,GBIFusageKey,GBIFnote,species,genus,family,order,class,phylum,kingdom,taxaGroup
,,Sorghum Ã—almum Parodi,Sorghum Moench,"",ACCEPTED,"",EXACT,GENUS,2705180,Accepted name provided in 'alternative names' in GBIF,,Sorghum,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
,,x Triticosecale NA NA,× Triticosecale Wittm. ex A.Camus,"",ACCEPTED,"",EXACT,GENUS,2703325,Accepted name provided in 'alternative names' in GBIF,,Triticosecale,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
365,Abelmoschus esculentus,Abelmoschus esculentus (L) Moench,Abelmoschus esculentus (L.) Moench,"",ACCEPTED,"",EXACT,SPECIES,3152707,"",Abelmoschus esculentus,Abelmoschus,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
305,Abudefduf vaigiensis,Abudefduf vaigiensis,"Abudefduf vaigiensis (Quoy & Gaimard, 1825)","",ACCEPTED,"",EXACT,SPECIES,2398634,"",Abudefduf vaigiensis,Abudefduf,Pomacentridae,Perciformes,"",Chordata,Animalia,Fishes
70,Acacia cupularis,Acacia cupularis,Acacia cupularis Domin,"",ACCEPTED,"",EXACT,SPECIES,2978551,"",Acacia cupularis,Acacia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1156,Acacia dealbata,Acacia dealbata Link,Acacia dealbata Link,"",ACCEPTED,"",EXACT,SPECIES,2979474,"",Acacia dealbata,Acacia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1156,Acacia dealbata,Acacia dealbata,Acacia dealbata Link,"",ACCEPTED,"",EXACT,SPECIES,2979474,"",Acacia dealbata,Acacia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1412,Acacia mangium,Acacia mangium,Acacia mangium Willd.,"",ACCEPTED,"",EXACT,SPECIES,2979091,"",Acacia mangium,Acacia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
449,Acacia melanoxylon,Acacia melanoxylon,Acacia melanoxylon R.Br.,RBr,ACCEPTED,"",EXACT,SPECIES,2979000,"",Acacia melanoxylon,Acacia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1588,Acaena anserinifolia,Acaena anserinifolia NA,Acaena anserinifolia (J.R.Forst. & G.Forst.) Druce,"",ACCEPTED,"",EXACT,SPECIES,7942884,Accepted name provided in 'alternative names' in GBIF,Acaena anserinifolia,Acaena,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1320,Acantholyda erythrocephala,Acantholyda erythrocephala NA,"Acantholyda erythrocephala (Linnaeus, 1758)","",ACCEPTED,"",EXACT,SPECIES,1248774,"",Acantholyda erythrocephala,Acantholyda,Pamphiliidae,Hymenoptera,Insecta,Arthropoda,Animalia,Insects
1466,Acer campestre,Acer campestre NA,Acer campestre L.,"",ACCEPTED,"",EXACT,SPECIES,3189863,Accepted name provided in 'alternative names' in GBIF,Acer campestre,Acer,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
568,Acer palmatum,Acer palmatum,Acer palmatum Thunb.,Thunb,ACCEPTED,"",EXACT,SPECIES,3189882,"",Acer palmatum,Acer,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1582,Acer tegmentosum,Acer tegmentosum Maxim,Acer tegmentosum Maxim.,Maxim,ACCEPTED,"",EXACT,SPECIES,7263128,"",Acer tegmentosum,Acer,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1288,Achatina fulica NA,Achatina fulica NA,"","",MISSING,"","","","","","","","","","","","",
1627,Achillea aspleniifolia,Achillea aspleniifolia,Achillea aspleniifolia Vent.,SchBip,ACCEPTED,"",EXACT,SPECIES,7491603,"",Achillea aspleniifolia,Achillea,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
602,Achillea crithmifolia,Achillea crithmifolia,Achillea crithmifolia Waldst. & Kit.,Hampe,ACCEPTED,"",EXACT,SPECIES,8059665,"",Achillea crithmifolia,Achillea,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
68,Achillea millefolium,Achillea millefolium L,Achillea millefolium L.,"",ACCEPTED,"",EXACT,SPECIES,3120060,"",Achillea millefolium,Achillea,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
970,Achyranthes aspera,Achyranthes aspera,Achyranthes aspera L.,"",ACCEPTED,"",EXACT,SPECIES,3085168,"",Achyranthes aspera,Achyranthes,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
812,Acipenser baerii,Acipenser baerii,"Acipenser baerii Brandt, 1869","",ACCEPTED,"",EXACT,SPECIES,4287131,"",Acipenser baerii,Acipenser,Acipenseridae,Acipenseriformes,"",Chordata,Animalia,Fishes
1072,Acipenser ruthenus,Acipenser ruthenus NA,"Acipenser ruthenus Linnaeus, 1758","",ACCEPTED,"",EXACT,SPECIES,2402168,Accepted name provided in 'alternative names' in GBIF,Acipenser ruthenus,Acipenser,Acipenseridae,Acipenseriformes,"",Chordata,Animalia,Fishes
1540,Acizzia acaciaebaileyanae,Acizzia acaciaebaileyanae,"Acizzia acaciaebaileyanae (Froggatt, 1901)","",ACCEPTED,"",EXACT,SPECIES,2013998,"",Acizzia acaciaebaileyanae,Acizzia,Psyllidae,Hemiptera,Insecta,Arthropoda,Animalia,Insects
1645,Acizzia uncatoides,Acizzia uncatoides,"Acizzia uncatoides (Ferris & Klyver, 1932)","",ACCEPTED,"",EXACT,SPECIES,2014031,"",Acizzia uncatoides,Acizzia,Psyllidae,Hemiptera,Insecta,Arthropoda,Animalia,Insects
884,Acroptilon repens NA,Acroptilon repens NA,"","",MISSING,"","","","","","","","","","","","",
1414,Acrothamnion preissii,Acrothamnion preissii,Acrothamnion preissii (Sonder) E.M.Wollaston,"",ACCEPTED,"",EXACT,SPECIES,2658484,"",Acrothamnion preissii,Acrothamnion,Ceramiaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,
1022,Actinidia polygama,Actinidia polygama,Actinidia polygama (Siebold & Zucc.) Maxim.,"",ACCEPTED,"",EXACT,SPECIES,3189692,"",Actinidia polygama,Actinidia,Actinidiaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
640,Acyrthosiphon caraganae,Acyrthosiphon caraganae,"Acyrthosiphon caraganae (Cholodkovsky, 1908)","",ACCEPTED,"",EXACT,SPECIES,2077518,"",Acyrthosiphon caraganae,Acyrthosiphon,Aphididae,Hemiptera,Insecta,Arthropoda,Animalia,Insects
1104,Adenandra uniflora,Adenandra uniflora NA,Adenandra uniflora (L.) Willd.,"",ACCEPTED,"",EXACT,SPECIES,7800362,Accepted name provided in 'alternative names' in GBIF,Adenandra uniflora,Adenandra,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1680,Adiantum capillus-veneris,Adiantum capillus-veneris L,Adiantum capillus-veneris L.,"",ACCEPTED,"",EXACT,SPECIES,2651816,"",Adiantum capillus-veneris,Adiantum,Pteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,Vascular plants
868,Adiantum raddianum,Adiantum raddianum C Presl,Adiantum raddianum C.Presl,"",ACCEPTED,"",EXACT,SPECIES,2651826,"",Adiantum raddianum,Adiantum,Pteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,Vascular plants
868,Adiantum raddianum,Adiantum raddianum C Presl,Adiantum raddianum C.Presl,"",ACCEPTED,"",EXACT,SPECIES,2651826,"",Adiantum raddianum,Adiantum,Pteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,Vascular plants
368,Aedes albopictus,"Aedes albopictus (Skuse, 1895)","Aedes albopictus (Skuse, 1894)","",ACCEPTED,"",EXACT,SPECIES,1651430,"",Aedes albopictus,Aedes,Culicidae,Diptera,Insecta,Arthropoda,Animalia,Insects
90,Aegilops neglecta,Aegilops neglecta,Aegilops neglecta Req. ex Bertol.,Req ex Bertol,ACCEPTED,"",EXACT,SPECIES,4138080,"",Aegilops neglecta,Aegilops,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1456,Aeluropus littoralis,Aeluropus littoralis,Aeluropus littoralis (Gouan) Parl.,"",ACCEPTED,"",EXACT,SPECIES,4136390,"",Aeluropus littoralis,Aeluropus,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1663,Afrocardium richardi,"Afrocardium richardi (Audouin, 1826)","Afrocardium richardi (Audouin, 1826)","",ACCEPTED,"",EXACT,SPECIES,4372407,"",Afrocardium richardi,Afrocardium,Cardiidae,Cardiida,Bivalvia,Mollusca,Animalia,
1487,Afronothrus incisivus,Afronothrus incisivus,"Afronothrus incisivus Wallwork, 1961","",ACCEPTED,"",EXACT,SPECIES,2192579,"",Afronothrus incisivus,Afronothrus,Trhypochthoniidae,Sarcoptiformes,Arachnida,Arthropoda,Animalia,Arachnids
304,Afropinnotheres monodi,Afropinnotheres monodi,"Afropinnotheres monodi Manning, 1993","",ACCEPTED,"",EXACT,SPECIES,4382397,"",Afropinnotheres monodi,Afropinnotheres,Pinnotheridae,Decapoda,Malacostraca,Arthropoda,Animalia,
1091,Agapornis canus,Agapornis canus,"Agapornis canus (Gmelin, 1788)","",ACCEPTED,"",EXACT,SPECIES,2479555,"",Agapornis canus,Agapornis,Psittacidae,Psittaciformes,Aves,Chordata,Animalia,Birds
180,Agaricus bitorquis,Agaricus bitorquis,Agaricus bitorquis (Quél.) Sacc.,(Quél) Sacc,ACCEPTED,"",EXACT,SPECIES,5243374,"",Agaricus bitorquis,Agaricus,Agaricaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,
1003,Agave americana,Agave americana L,Agave americana L.,"",ACCEPTED,"",EXACT,SPECIES,2767031,"",Agave americana,Agave,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,Vascular plants
69,Ageratina adenophora,Ageratina adenophora,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,"",ACCEPTED,"",EXACT,SPECIES,5400613,"",Ageratina adenophora,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
69,Ageratina adenophora,Eupatorium pasadenense Parish,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,"",SYNONYM,ACCEPTED,EXACT,SPECIES,5400616,"",Ageratina adenophora,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
69,Ageratina adenophora,Ageratina adenophora (Spreng) RMKing  HRob,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,"",ACCEPTED,"",EXACT,SPECIES,5400613,Accepted name provided in 'alternative names' in GBIF,Ageratina adenophora,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
69,Ageratina adenophora,Ageratina adenophora (Spreng) RMKing & HRob,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,"",ACCEPTED,"",EXACT,SPECIES,5400613,Accepted name provided in 'alternative names' in GBIF,Ageratina adenophora,Ageratina,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
59,Ageratum conyzoides,Ageratum conyzoides,Ageratum conyzoides L.,"",ACCEPTED,"",EXACT,SPECIES,5401673,"",Ageratum conyzoides,Ageratum,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
487,Ageratum houstonianum,Ageratum houstonianum Mill,Ageratum houstonianum Mill.,"",ACCEPTED,"",EXACT,SPECIES,5401760,"",Ageratum houstonianum,Ageratum,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
76,Aglaothamnion feldmanniae,Aglaothamnion feldmanniae,"Aglaothamnion feldmanniae Halos, 1965","",ACCEPTED,"",EXACT,SPECIES,2656914,"",Aglaothamnion feldmanniae,Aglaothamnion,Callithamniaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,
1184,Aglaothamnion halliae,Aglaothamnion halliae,"Aglaothamnion halliae (F.S.Collins) N.E.Aponte, D.L.Ballantine & J.N.Norris","",ACCEPTED,"",EXACT,SPECIES,2656908,"",Aglaothamnion halliae,Aglaothamnion,Callithamniaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,
488,Agropyron fragile,Agropyron fragile,Agropyron fragile (Roth) P.Candargy,"",ACCEPTED,"",EXACT,SPECIES,2705195,"",Agropyron fragile,Agropyron,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
964,Agropyron repens var typicum PCandargy in PCandargy,Agropyron repens  var typicum PCandargy in PCandargy,"","",MISSING,"","","","","","","","","","","","",
1007,Agrostemma githago,Agrostemma githago L,Agrostemma githago L.,"",ACCEPTED,"",EXACT,SPECIES,3085368,"",Agrostemma githago,Agrostemma,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1528,Agrostis hyemalis,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.","",ACCEPTED,"",EXACT,SPECIES,2706548,"",Agrostis hyemalis,Agrostis,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
390,Agrostis stolonifera,Agrostis stolonifera,Agrostis stolonifera L.,"",ACCEPTED,"",EXACT,SPECIES,2706435,"",Agrostis stolonifera,Agrostis,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
390,Agrostis stolonifera,Agrostis stolonifera L,Agrostis stolonifera L.,"",ACCEPTED,"",EXACT,SPECIES,2706435,"",Agrostis stolonifera,Agrostis,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
657,Agrypon flaveolatum,Agrypon flaveolatum,"Agrypon flaveolatum (Gravenhorst, 1807)","",ACCEPTED,"",EXACT,SPECIES,1305365,"",Agrypon flaveolatum,Agrypon,Ichneumonidae,Hymenoptera,Insecta,Arthropoda,Animalia,Insects
146,Aira caryophyllea,Aira caryophyllea L,Aira caryophyllea L.,"",ACCEPTED,"",EXACT,SPECIES,7747216,"",Aira caryophyllea,Aira,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1248,Akatopora leucocypha,Akatopora leucocypha,"Akatopora leucocypha (Marcus, 1937)","(Marcus, 1937) ",ACCEPTED,"",EXACT,SPECIES,1005501,"",Akatopora leucocypha,Akatopora,Antroporidae,Cheilostomatida,Gymnolaemata,Bryozoa,Animalia,
30,Albizia julibrissin,Albizia julibrissin,Albizia julibrissin Durazz.,"",ACCEPTED,"",EXACT,SPECIES,2972983,"",Albizia julibrissin,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
125,Albizia lebbeck,Albizia lebbeck NA,Albizia lebbeck (L.) Benth.,"",ACCEPTED,"",EXACT,SPECIES,2973215,Accepted name provided in 'alternative names' in GBIF,Albizia lebbeck,Albizia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1519,Alchemilla conjuncta,Alchemilla conjuncta,Alchemilla conjuncta Bab.,"",ACCEPTED,"",EXACT,SPECIES,3028431,"",Alchemilla conjuncta,Alchemilla,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1246,Aleurothrixus floccosus,Aleurothrixus floccosus,"Aleurothrixus floccosus (Maskell, 1896)","",ACCEPTED,"",EXACT,SPECIES,2012137,"",Aleurothrixus floccosus,Aleurothrixus,Aleyrodidae,Hemiptera,Insecta,Arthropoda,Animalia,Insects
473,Aleurotrachelus atratus,"Aleurotrachelus atratus Hempel, 1922","Aleurotrachelus atratus Hempel, 1922","",ACCEPTED,"",EXACT,SPECIES,7498361,"",Aleurotrachelus atratus,Aleurotrachelus,Aleyrodidae,Hemiptera,Insecta,Arthropoda,Animalia,Insects
1548,Alexandrium tamarense,Alexandrium tamarense  ,Alexandrium tamarense (Lebour) Balech,"",ACCEPTED,"",EXACT,SPECIES,7632200,"",Alexandrium tamarense,Alexandrium,Ostreopsidaceae,Gonyaulacales,Dinophyceae,Myzozoa,Chromista,SAR
377,Alisma lanceolatum,Alisma lanceolatum With,Alisma lanceolatum With.,"",ACCEPTED,"",EXACT,SPECIES,2865125,"",Alisma lanceolatum,Alisma,Alismataceae,Alismatales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1277,Allamanda blanchetii,Allamanda blanchetii,Allamanda blanchetii A.DC.,"",ACCEPTED,"",EXACT,SPECIES,3169835,"",Allamanda blanchetii,Allamanda,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1453,Alliaria petiolata,Alliaria petiolata NA,Alliaria petiolata (M.Bieb.) Cavara & Grande,"",ACCEPTED,"",EXACT,SPECIES,5376075,Accepted name provided in 'alternative names' in GBIF,Alliaria petiolata,Alliaria,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1319,Allium ampeloprasum,Allium porrum L,Allium ampeloprasum L.,"",SYNONYM,ACCEPTED,EXACT,SPECIES,7668251,"",Allium ampeloprasum,Allium,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1103,Allium lusitanicum,Allium lusitanicum,Allium lusitanicum Lam.,Lam,ACCEPTED,"",EXACT,SPECIES,2855705,"",Allium lusitanicum,Allium,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,Vascular plants
607,Allium triquetrum,Allium triquetrum,Allium triquetrum L.,"",ACCEPTED,"",EXACT,SPECIES,2856457,"",Allium triquetrum,Allium,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1271,Alnus alnobetula,Alnus viridis,Alnus alnobetula (Ehrh.) K.Koch,"",SYNONYM,ACCEPTED,EXACT,SPECIES,2876280,"",Alnus alnobetula,Alnus,Betulaceae,Fagales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
485,Alnus incana rugosa,Alnus incana subsp rugosa,Alnus incana subsp. rugosa (Du Roi) R.T.Clausen,"",ACCEPTED,"",EXACT,SUBSPECIES,2876469,"",Alnus incana,Alnus,Betulaceae,Fagales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
677,Aloe arborescens,Aloe arborescens NA,Aloe arborescens Mill.,"",ACCEPTED,"",EXACT,SPECIES,2777537,Accepted name provided in 'alternative names' in GBIF,Aloe arborescens,Aloe,Asphodelaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,Vascular plants
1162,Alopecurus pratensis,Alopecurus pratensis,Alopecurus pratensis L.,"",ACCEPTED,"",EXACT,SPECIES,5290081,"",Alopecurus pratensis,Alopecurus,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,Vascular plants
889,Alopochen aegyptiaca,Alopochen aegyptiaca,"Alopochen aegyptiaca (Linnaeus, 1766)","",ACCEPTED,"",EXACT,SPECIES,2498252,"",Alopochen aegyptiaca,Alopochen,Anatidae,Anseriformes,Aves,Chordata,Animalia,Birds
1470,Alopochen aegyptiacus,Alopochen aegyptiacus,"","",MISSING,"","","","","","","","","","","","",
813,Alpheus migrans,Alpheus migrans NA,"Alpheus migrans Lewinsohn & Holthuis, 1978","",ACCEPTED,"",EXACT,SPECIES,4309900,Accepted name provided in 'alternative names' in GBIF,Alpheus migrans,Alpheus,Alpheidae,Decapoda,Malacostraca,Arthropoda,Animalia,
1349,Alsophila leichardtiana NA,Alsophila leichardtiana NA,"","",MISSING,"","","","","","","","","","","","",
1564,Alternanthera bettzickiana,Alternanthera bettzickiana (Regel) GNicholson,Alternanthera bettzickiana (Regel) G.Nicholson,"",ACCEPTED,"",EXACT,SPECIES,8189919,"",Alternanthera bettzickiana,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
223,Alternanthera brasiliana,Alternanthera brasiliana (L) Kuntze,Alternanthera brasiliana (L.) Kuntze,"",ACCEPTED,"",EXACT,SPECIES,3084934,"",Alternanthera brasiliana,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1005,Alternanthera philoxeroides,Alternanthera philoxeroides (Mart) Griseb,Alternanthera philoxeroides (Mart.) Griseb.,"",ACCEPTED,"",EXACT,SPECIES,3084923,"",Alternanthera philoxeroides,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1005,Alternanthera philoxeroides,Alternanthera philoxeroides,Alternanthera philoxeroides (Mart.) Griseb.,"",ACCEPTED,"",EXACT,SPECIES,3084923,"",Alternanthera philoxeroides,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1047,Alternanthera sessilis,Alternanthera sessilis (L) R Br,Alternanthera sessilis (L.) R.Br. ex DC.,(L) R Br,ACCEPTED,"",EXACT,SPECIES,3084939,"",Alternanthera sessilis,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
709,Alternanthera spinosa,Alternanthera spinosa (Hornem) Schult,Alternanthera spinosa (Hornem.) Roem. & Schult.,"",ACCEPTED,"",EXACT,SPECIES,3674648,"",Alternanthera spinosa,Alternanthera,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1076,Alysicarpus vaginalis,Alysicarpus vaginalis NA,Alysicarpus vaginalis (L.) DC.,"",ACCEPTED,"",EXACT,SPECIES,2948605,Accepted name provided in 'alternative names' in GBIF,Alysicarpus vaginalis,Alysicarpus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1459,Alyssum alyssoides,Alyssum alyssoides NA,Alyssum alyssoides (L.) L.,"",ACCEPTED,"",EXACT,SPECIES,3044855,Accepted name provided in 'alternative names' in GBIF,Alyssum alyssoides,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
554,Amaranthus albus,Amaranthus albus,Amaranthus albus L.,"",ACCEPTED,"",EXACT,SPECIES,7905507,"",Amaranthus albus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1181,Amaranthus blitoides,Amaranthus blitoides SWatson,Amaranthus blitoides S.Watson,"",ACCEPTED,"",EXACT,SPECIES,5384395,"",Amaranthus blitoides,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
957,Amaranthus blitum,Amaranthus blitum L,Amaranthus blitum L.,"",ACCEPTED,"",EXACT,SPECIES,8911082,"",Amaranthus blitum,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
120,Amaranthus caudatus,Amaranthus caudatus L,Amaranthus caudatus L.,"",ACCEPTED,"",EXACT,SPECIES,6109611,"",Amaranthus caudatus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
632,Amaranthus crispus,Amaranthus crispus,Amaranthus crispus (Lesp. & Thévenau) N.Terracc.,"",ACCEPTED,"",EXACT,SPECIES,5384341,"",Amaranthus crispus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
715,Amaranthus graecizans,Amaranthus graecizans NA,Amaranthus graecizans L.,"",ACCEPTED,"",EXACT,SPECIES,5384373,Accepted name provided in 'alternative names' in GBIF,Amaranthus graecizans,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
372,Amaranthus hybridus,Amaranthus hybridus L,Amaranthus hybridus L.,"",ACCEPTED,"",EXACT,SPECIES,5384364,"",Amaranthus hybridus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1058,Amaranthus palmeri,Amaranthus palmeri SWatson,Amaranthus palmeri S.Watson,"",ACCEPTED,"",EXACT,SPECIES,5384393,"",Amaranthus palmeri,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
573,Amaranthus polygonoides,Amaranthus polygonoides L,Amaranthus polygonoides L.,"",ACCEPTED,"",EXACT,SPECIES,5384342,"",Amaranthus polygonoides,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
309,Amaranthus quitensis,Amaranthus quitensis,Amaranthus quitensis Kunth,"",ACCEPTED,"",EXACT,SPECIES,7323711,"",Amaranthus quitensis,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1671,Amaranthus retroflexus,Amaranthus retroflexus L,Amaranthus retroflexus L.,"",ACCEPTED,"",EXACT,SPECIES,6109534,"",Amaranthus retroflexus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
742,Amaranthus spinosus,Amaranthus spinosus L,Amaranthus spinosus L.,"",ACCEPTED,"",EXACT,SPECIES,5384401,"",Amaranthus spinosus,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1214,Amaranthus tricolor,Amaranthus tricolor L,Amaranthus tricolor L.,"",ACCEPTED,"",EXACT,SPECIES,5384397,"",Amaranthus tricolor,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
36,Amaranthus viridis,Amaranthus viridis,Amaranthus viridis L.,"",ACCEPTED,"",EXACT,SPECIES,5384334,"",Amaranthus viridis,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
1285,Amaranthus x alleizettei,Amaranthus x alleizettei,"","",MISSING,"","","","","","","","","","","","",
1093,Amberboa moschata,Centaurea moschata L,Amberboa moschata (L.) DC.,"",SYNONYM,ACCEPTED,EXACT,SPECIES,3122192,"",Amberboa moschata,Amberboa,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
567,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia L.,"",ACCEPTED,"",EXACT,SPECIES,8002952,"",Ambrosia artemisiifolia,Ambrosia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
567,Ambrosia artemisiifolia,Ambrosia artemisiifolia L,Ambrosia artemisiifolia L.,"",ACCEPTED,"",EXACT,SPECIES,8002952,"",Ambrosia artemisiifolia,Ambrosia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
567,Ambrosia artemisiifolia,Ambrosia artemisiifolia NA,Ambrosia artemisiifolia L.,"",ACCEPTED,"",EXACT,SPECIES,8002952,Accepted name provided in 'alternative names' in GBIF,Ambrosia artemisiifolia,Ambrosia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
78,Ambrosia trifida,Ambrosia trifida NA,Ambrosia trifida L.,"",ACCEPTED,"",EXACT,SPECIES,3110588,Accepted name provided in 'alternative names' in GBIF,Ambrosia trifida,Ambrosia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
78,Ambrosia trifida,Ambrosia trifida L                  ,Ambrosia trifida L.,L                  ,ACCEPTED,"",EXACT,SPECIES,3110588,"",Ambrosia trifida,Ambrosia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,Vascular plants
